model_name,model_id,family,provider,deployment,parameters_b,context_length_k,dataset,horizon,prompt_strategy,representation,smape,mae,rmse,inference_time_s,co2_g,cost_usd_per_1k_forecasts,run_id,evaluation_date,hardware,quantization,notes
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,zero-shot,CSV numeric,23.825,0.27882,0.42448,3.304,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,zero-shot,CSV numeric,25.49,0.39114,0.60262,2.842,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,zero-shot,CSV numeric,23.367,0.37728,0.63595,3.515,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,zero-shot,CSV numeric,21.192,0.26436,0.38906,3.354,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,few-shot,CSV numeric,23.684,0.28879,0.40156,3.081,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,few-shot,CSV numeric,22.824,0.28281,0.45782,3.059,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,few-shot,CSV numeric,21.623,0.29906,0.38346,3.29,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,few-shot,CSV numeric,23.198,0.33323,0.42561,2.869,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,few-shot,CSV numeric,22.474,0.35253,0.46274,2.897,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,cot,CSV numeric,22.76,0.36848,0.46326,3.445,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,cot,CSV numeric,23.228,0.30772,0.44916,2.857,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,cot,CSV numeric,20.87,0.33113,0.50045,3.09,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,cot,CSV numeric,22.264,0.3511,0.4537,3.572,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,cot,CSV numeric,23.162,0.32133,0.52011,2.872,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,cot+few,CSV numeric,20.978,0.27443,0.39047,2.888,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,cot+few,CSV numeric,22.74,0.29232,0.45971,2.627,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,cot+few,CSV numeric,21.851,0.29516,0.46081,3.511,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,cot+few,CSV numeric,21.396,0.29696,0.47207,2.857,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,96,cot+few,CSV numeric,20.138,0.30866,0.38379,2.597,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,zero-shot,CSV numeric,24.654,0.33708,0.45284,3.009,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,zero-shot,CSV numeric,24.969,0.39725,0.4775,3.024,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,zero-shot,CSV numeric,23.313,0.29644,0.45297,3.241,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,zero-shot,CSV numeric,24.161,0.3482,0.53876,3.286,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,zero-shot,CSV numeric,24.774,0.39736,0.60037,3.182,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,few-shot,CSV numeric,22.448,0.33016,0.48874,3.897,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,few-shot,CSV numeric,23.023,0.28903,0.36221,3.991,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,few-shot,CSV numeric,23.899,0.34297,0.42216,3.823,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,few-shot,CSV numeric,24.276,0.3424,0.45823,2.892,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,few-shot,CSV numeric,22.435,0.26772,0.42244,3.268,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,cot,CSV numeric,25.404,0.39545,0.53332,3.103,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,cot,CSV numeric,24.847,0.32623,0.405,3.042,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,cot,CSV numeric,23.906,0.28587,0.37344,3.924,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,cot,CSV numeric,24.539,0.31366,0.44223,3.104,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,cot,CSV numeric,23.889,0.3414,0.47112,3.574,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,cot+few,CSV numeric,21.974,0.33529,0.54959,3.235,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,cot+few,CSV numeric,23.285,0.27802,0.43619,3.057,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,cot+few,CSV numeric,20.95,0.26251,0.32742,3.265,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,cot+few,CSV numeric,24.345,0.32662,0.3983,3.562,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Traffic,192,cot+few,CSV numeric,23.64,0.35658,0.50342,3.208,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,zero-shot,CSV numeric,25.468,0.11575,0.19003,2.806,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,zero-shot,CSV numeric,27.206,0.10859,0.13862,2.898,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,zero-shot,CSV numeric,25.296,0.12651,0.2067,3.346,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,zero-shot,CSV numeric,26.004,0.13465,0.21763,3.317,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,zero-shot,CSV numeric,27.205,0.12549,0.19064,3.091,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,few-shot,CSV numeric,24.601,0.12619,0.20187,3.56,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,few-shot,CSV numeric,26.626,0.13407,0.22365,3.502,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,few-shot,CSV numeric,26.372,0.10947,0.18473,2.818,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,few-shot,CSV numeric,25.147,0.11472,0.14977,2.748,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,few-shot,CSV numeric,24.633,0.0994,0.15492,2.813,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,cot,CSV numeric,26.018,0.10929,0.13578,3.087,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,cot,CSV numeric,25.606,0.11771,0.16148,2.825,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,cot,CSV numeric,26.149,0.10846,0.18373,2.893,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,cot,CSV numeric,24.496,0.09768,0.1558,3.088,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,cot,CSV numeric,26.186,0.12689,0.21191,3.559,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,cot+few,CSV numeric,23.066,0.11737,0.16968,3.29,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,cot+few,CSV numeric,24.249,0.12956,0.16097,3.428,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,cot+few,CSV numeric,23.605,0.11064,0.1841,3.558,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,cot+few,CSV numeric,23.403,0.11578,0.15176,2.891,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,96,cot+few,CSV numeric,24.152,0.11456,0.17489,3.231,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,zero-shot,CSV numeric,28.811,0.12418,0.14999,3.099,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,zero-shot,CSV numeric,28.917,0.11365,0.14533,3.639,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,zero-shot,CSV numeric,28.841,0.14701,0.21814,3.018,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,zero-shot,CSV numeric,28.349,0.12889,0.17981,3.359,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,zero-shot,CSV numeric,28.846,0.14889,0.23587,3.594,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,few-shot,CSV numeric,26.391,0.13154,0.19369,3.174,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,few-shot,CSV numeric,26.108,0.12627,0.18157,3.586,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,few-shot,CSV numeric,25.153,0.10905,0.15484,3.662,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,few-shot,CSV numeric,26.24,0.11347,0.17489,3.612,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,few-shot,CSV numeric,26.694,0.13343,0.20718,3.134,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,cot,CSV numeric,28.505,0.12304,0.17021,3.316,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,cot,CSV numeric,28.678,0.14644,0.20777,3.687,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,cot,CSV numeric,26.296,0.10367,0.15944,3.26,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,cot,CSV numeric,26.756,0.12697,0.16871,3.585,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,cot,CSV numeric,25.762,0.10834,0.13605,2.997,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,cot+few,CSV numeric,25.954,0.1013,0.16982,2.879,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,cot+few,CSV numeric,27.926,0.14722,0.22914,3.401,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,cot+few,CSV numeric,26.951,0.145,0.23559,3.948,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,cot+few,CSV numeric,25.965,0.1271,0.1853,3.471,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Covid-19,192,cot+few,CSV numeric,23.543,0.1028,0.14393,3.013,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,zero-shot,CSV numeric,24.013,0.4504,0.69922,3.107,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,zero-shot,CSV numeric,23.287,0.43712,0.71714,3.124,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,zero-shot,CSV numeric,23.417,0.39597,0.64651,2.956,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,zero-shot,CSV numeric,23.386,0.40115,0.59066,3.243,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,zero-shot,CSV numeric,22.551,0.42998,0.59037,3.519,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,few-shot,CSV numeric,24.291,0.41905,0.67648,2.696,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,few-shot,CSV numeric,22.61,0.39621,0.57652,2.588,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,few-shot,CSV numeric,22.878,0.37028,0.56451,3.073,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,few-shot,CSV numeric,21.937,0.33609,0.43539,3.189,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,few-shot,CSV numeric,22.884,0.35364,0.44049,3.47,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,cot,CSV numeric,23.832,0.4665,0.78008,3.301,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,cot,CSV numeric,21.616,0.42669,0.71406,2.661,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,cot,CSV numeric,24.008,0.36045,0.55776,2.838,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,cot,CSV numeric,22.075,0.37613,0.4811,3.004,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,cot,CSV numeric,22.05,0.3329,0.48635,2.757,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,cot+few,CSV numeric,23.614,0.34479,0.43778,3.068,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,cot+few,CSV numeric,22.041,0.36865,0.54951,2.796,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,cot+few,CSV numeric,21.207,0.32894,0.47149,3.59,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,cot+few,CSV numeric,21.648,0.35994,0.44644,2.89,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,96,cot+few,CSV numeric,22.074,0.32721,0.4668,2.907,,0.0,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,192,zero-shot,CSV numeric,24.527,0.39891,0.64861,3.139,,0.0,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,192,zero-shot,CSV numeric,24.233,0.41255,0.52651,3.046,,0.0,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,192,zero-shot,CSV numeric,25.852,0.3942,0.65629,2.907,,0.0,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
Qwen 3.5 397B,qwen/qwen3.5-397b-a17b,Qwen,NVIDIA NIM,API,397.0,262.0,Retail,192,zero-shot,CSV numeric,26.319,0.41264,0.58858,2.959,,0.0,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
